minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,room_type_n,price
3.0,2.0,1.0,0.0,0.0,95
3.0,139.0,2.0,21.0,0.0,96
4.0,0.0,3.0,2.0,1.0,79
1.0,27.0,1.0,98.0,2.0,50
1.0,40.0,1.0,354.0,1.0,85
5.0,5.0,2.0,0.0,1.0,80
5.0,4.0,1.0,0.0,1.0,105
2.0,164.0,2.0,93.0,1.0,95
2.0,21.0,3.0,202.0,0.0,196
3.0,1.0,1.0,0.0,1.0,60
1.0,17.0,2.0,179.0,1.0,175
2.0,68.0,1.0,89.0,0.0,135
2.0,84.0,2.0,273.0,1.0,40
1.0,62.0,1.0,36.0,1.0,229
5.0,33.0,1.0,27.0,0.0,70
7.0,0.0,1.0,0.0,1.0,60
3.0,2.0,1.0,11.0,0.0,151
1.0,21.0,5.0,299.0,1.0,390
4.0,2.0,1.0,138.0,0.0,225
5.0,3.0,1.0,66.0,1.0,70
2.0,8.0,3.0,50.0,1.0,45
2.0,0.0,1.0,24.0,0.0,274
7.0,10.0,3.0,247.0,0.0,200
3.0,75.0,1.0,323.0,0.0,170
1.0,27.0,2.0,0.0,1.0,75
5.0,12.0,1.0,6.0,0.0,195
3.0,0.0,1.0,208.0,0.0,199
2.0,75.0,1.0,23.0,1.0,60
30.0,2.0,15.0,365.0,0.0,183
1.0,143.0,4.0,273.0,1.0,132
1.0,14.0,3.0,174.0,1.0,55
2.0,23.0,1.0,0.0,1.0,60
2.0,5.0,1.0,2.0,0.0,148
1.0,24.0,3.0,35.0,1.0,69
1.0,1.0,1.0,0.0,0.0,49
1.0,0.0,9.0,283.0,1.0,100
1.0,5.0,1.0,6.0,0.0,90
2.0,30.0,2.0,331.0,1.0,90
1.0,211.0,2.0,178.0,1.0,58
5.0,2.0,1.0,11.0,0.0,255
2.0,76.0,1.0,147.0,0.0,265
4.0,3.0,1.0,95.0,0.0,92
2.0,34.0,1.0,10.0,1.0,69
5.0,2.0,1.0,0.0,0.0,350
3.0,0.0,1.0,0.0,0.0,42
5.0,0.0,1.0,0.0,1.0,100
2.0,21.0,2.0,311.0,1.0,49
2.0,32.0,1.0,17.0,0.0,190
30.0,0.0,12.0,344.0,0.0,225
2.0,9.0,1.0,0.0,1.0,80
3.0,4.0,2.0,108.0,0.0,95
1.0,4.0,5.0,318.0,1.0,80
2.0,3.0,1.0,184.0,0.0,139
8.0,3.0,1.0,79.0,1.0,80
2.0,2.0,1.0,0.0,0.0,123
4.0,0.0,1.0,0.0,0.0,350
1.0,2.0,2.0,87.0,1.0,150
1.0,8.0,5.0,158.0,1.0,58
1.0,82.0,9.0,299.0,1.0,199
2.0,4.0,5.0,337.0,1.0,87
3.0,1.0,1.0,0.0,0.0,250
1.0,4.0,2.0,0.0,0.0,119
1.0,159.0,1.0,193.0,0.0,129
3.0,126.0,1.0,46.0,0.0,99
3.0,3.0,1.0,0.0,1.0,120
30.0,0.0,1.0,281.0,1.0,50
2.0,64.0,1.0,27.0,0.0,250
30.0,0.0,1.0,98.0,0.0,199
3.0,1.0,2.0,107.0,1.0,66
4.0,3.0,1.0,0.0,0.0,200
2.0,0.0,1.0,0.0,1.0,115
1.0,0.0,2.0,0.0,1.0,149
2.0,1.0,1.0,0.0,1.0,119
4.0,12.0,1.0,5.0,0.0,150
2.0,188.0,1.0,203.0,1.0,175
2.0,0.0,1.0,0.0,1.0,45
3.0,0.0,1.0,353.0,1.0,90
30.0,0.0,1.0,359.0,0.0,98
2.0,7.0,1.0,265.0,0.0,209
1.0,19.0,3.0,0.0,1.0,89
14.0,107.0,12.0,323.0,1.0,40
3.0,71.0,2.0,2.0,1.0,50
4.0,8.0,1.0,0.0,0.0,159
1.0,93.0,6.0,176.0,1.0,0
20.0,0.0,1.0,0.0,0.0,150
5.0,54.0,1.0,105.0,0.0,115
3.0,1.0,1.0,0.0,1.0,60
1.0,92.0,4.0,138.0,0.0,175
3.0,7.0,2.0,190.0,0.0,168
1.0,1.0,2.0,365.0,2.0,99
1.0,18.0,1.0,292.0,0.0,219
2.0,3.0,1.0,10.0,0.0,250
3.0,78.0,1.0,268.0,1.0,98
1.0,0.0,1.0,175.0,1.0,125
14.0,2.0,2.0,311.0,1.0,70
30.0,0.0,103.0,238.0,1.0,48
4.0,0.0,1.0,0.0,0.0,350
30.0,0.0,3.0,0.0,0.0,421
3.0,93.0,1.0,13.0,0.0,125
5.0,2.0,1.0,0.0,0.0,150
4.0,21.0,1.0,98.0,0.0,95
2.0,166.0,1.0,38.0,0.0,91
2.0,0.0,1.0,0.0,1.0,65
1.0,3.0,2.0,166.0,1.0,48
3.0,0.0,1.0,0.0,1.0,55
30.0,0.0,87.0,365.0,0.0,179
1.0,0.0,1.0,0.0,0.0,275
30.0,0.0,49.0,364.0,0.0,285
30.0,3.0,5.0,339.0,0.0,70
2.0,7.0,1.0,11.0,1.0,140
2.0,260.0,1.0,141.0,0.0,159
1.0,5.0,2.0,0.0,0.0,55
5.0,1.0,1.0,0.0,0.0,120
4.0,5.0,1.0,10.0,0.0,130
2.0,1.0,1.0,0.0,1.0,50
4.0,0.0,1.0,0.0,1.0,195
3.0,1.0,1.0,0.0,0.0,275
1.0,0.0,1.0,7.0,1.0,57
30.0,0.0,1.0,0.0,0.0,200
3.0,2.0,1.0,147.0,0.0,550
1.0,136.0,1.0,258.0,0.0,177
1.0,0.0,1.0,0.0,0.0,100
5.0,4.0,1.0,10.0,0.0,120
3.0,5.0,49.0,206.0,0.0,699
6.0,16.0,1.0,168.0,0.0,150
3.0,7.0,1.0,358.0,0.0,399
3.0,12.0,5.0,313.0,0.0,285
2.0,34.0,4.0,101.0,1.0,42
30.0,0.0,32.0,348.0,1.0,60
4.0,10.0,2.0,7.0,1.0,50
2.0,24.0,1.0,5.0,1.0,70
3.0,1.0,1.0,150.0,0.0,229
2.0,9.0,1.0,0.0,0.0,300
14.0,0.0,1.0,0.0,0.0,120
28.0,1.0,1.0,0.0,0.0,104
30.0,6.0,91.0,314.0,0.0,125
6.0,117.0,2.0,207.0,1.0,119
5.0,15.0,1.0,0.0,0.0,269
5.0,25.0,1.0,220.0,0.0,250
7.0,0.0,1.0,0.0,0.0,185
3.0,2.0,1.0,0.0,0.0,165
2.0,70.0,1.0,352.0,1.0,76
1.0,14.0,1.0,0.0,1.0,135
3.0,36.0,1.0,53.0,0.0,225
1.0,14.0,3.0,113.0,1.0,145
6.0,1.0,1.0,0.0,0.0,100
12.0,27.0,4.0,342.0,1.0,70
2.0,17.0,1.0,334.0,1.0,40
6.0,10.0,1.0,0.0,0.0,185
1.0,6.0,13.0,364.0,0.0,115
1.0,0.0,1.0,0.0,0.0,400
5.0,2.0,1.0,0.0,1.0,50
7.0,1.0,1.0,0.0,1.0,50
30.0,17.0,1.0,231.0,0.0,120
2.0,5.0,1.0,14.0,0.0,179
7.0,0.0,1.0,23.0,1.0,90
1.0,0.0,1.0,0.0,1.0,70
3.0,2.0,1.0,44.0,0.0,194
1.0,0.0,1.0,0.0,0.0,89
2.0,13.0,1.0,0.0,0.0,100
1.0,0.0,1.0,252.0,1.0,120
1.0,2.0,1.0,359.0,0.0,210
2.0,1.0,1.0,0.0,1.0,30
2.0,0.0,1.0,66.0,1.0,120
2.0,62.0,1.0,231.0,0.0,225
1.0,0.0,1.0,363.0,1.0,125
2.0,33.0,1.0,7.0,0.0,250
2.0,15.0,2.0,0.0,0.0,329
1.0,1.0,1.0,0.0,1.0,45
3.0,1.0,1.0,350.0,1.0,110
1.0,0.0,1.0,0.0,1.0,70
2.0,64.0,3.0,116.0,1.0,80
1.0,15.0,1.0,326.0,0.0,444
2.0,11.0,1.0,112.0,0.0,279
30.0,0.0,49.0,363.0,0.0,230
2.0,262.0,3.0,346.0,1.0,39
2.0,9.0,2.0,180.0,1.0,90
1.0,30.0,1.0,8.0,1.0,70
4.0,85.0,1.0,63.0,0.0,195
50.0,30.0,1.0,198.0,1.0,65
2.0,42.0,1.0,35.0,0.0,59
4.0,13.0,2.0,0.0,1.0,55
2.0,0.0,3.0,80.0,0.0,195
1.0,1.0,6.0,24.0,2.0,69
1.0,25.0,2.0,48.0,1.0,75
2.0,4.0,1.0,0.0,0.0,225
30.0,0.0,49.0,364.0,0.0,225
1.0,1.0,1.0,0.0,1.0,60
2.0,1.0,1.0,0.0,0.0,125
1.0,0.0,1.0,0.0,1.0,79
30.0,0.0,12.0,343.0,0.0,225
3.0,8.0,1.0,51.0,0.0,156
60.0,0.0,65.0,327.0,0.0,350
1.0,25.0,1.0,12.0,0.0,144
1.0,146.0,1.0,270.0,0.0,180
2.0,17.0,4.0,350.0,1.0,65
2.0,1.0,1.0,0.0,1.0,40
3.0,1.0,1.0,0.0,0.0,150
4.0,97.0,2.0,48.0,0.0,280
4.0,0.0,1.0,87.0,0.0,310
1.0,47.0,2.0,324.0,0.0,189
1.0,8.0,1.0,76.0,1.0,35
1.0,0.0,1.0,0.0,1.0,45
30.0,0.0,65.0,364.0,0.0,340
2.0,0.0,1.0,0.0,1.0,65
1.0,32.0,1.0,0.0,1.0,55
1.0,13.0,34.0,365.0,2.0,39
3.0,0.0,2.0,0.0,1.0,80
1.0,37.0,3.0,10.0,1.0,75
3.0,6.0,1.0,180.0,0.0,300
2.0,160.0,1.0,68.0,0.0,195
1.0,64.0,2.0,0.0,1.0,39
2.0,6.0,1.0,4.0,0.0,150
5.0,1.0,1.0,97.0,1.0,150
30.0,81.0,3.0,188.0,0.0,78
25.0,1.0,2.0,207.0,0.0,150
4.0,0.0,1.0,0.0,0.0,120
1.0,28.0,1.0,161.0,1.0,45
6.0,8.0,1.0,8.0,0.0,90
2.0,3.0,1.0,2.0,1.0,69
1.0,0.0,8.0,318.0,1.0,100
30.0,7.0,1.0,38.0,0.0,99
14.0,1.0,1.0,36.0,0.0,160
3.0,8.0,12.0,365.0,1.0,369
3.0,0.0,1.0,0.0,1.0,90
2.0,10.0,1.0,188.0,0.0,250
2.0,38.0,2.0,102.0,0.0,148
30.0,0.0,33.0,300.0,0.0,375
1.0,8.0,1.0,0.0,0.0,250
7.0,0.0,1.0,0.0,1.0,49
29.0,0.0,327.0,333.0,0.0,189
5.0,0.0,1.0,0.0,1.0,40
10.0,7.0,1.0,0.0,0.0,120
3.0,19.0,1.0,0.0,0.0,300
1.0,4.0,1.0,90.0,1.0,170
1.0,14.0,1.0,0.0,1.0,130
7.0,3.0,1.0,0.0,0.0,151
1.0,0.0,1.0,131.0,0.0,350
3.0,29.0,1.0,0.0,0.0,139
2.0,23.0,1.0,0.0,0.0,250
3.0,2.0,1.0,0.0,0.0,120
14.0,1.0,1.0,0.0,0.0,115
1.0,0.0,1.0,302.0,1.0,100
2.0,2.0,1.0,0.0,0.0,100
30.0,11.0,16.0,261.0,0.0,89
5.0,11.0,1.0,0.0,0.0,160
3.0,8.0,3.0,9.0,1.0,57
5.0,18.0,1.0,13.0,0.0,90
2.0,0.0,1.0,0.0,1.0,80
90.0,17.0,3.0,142.0,1.0,49
5.0,56.0,3.0,365.0,1.0,54
5.0,20.0,1.0,36.0,0.0,175
30.0,40.0,11.0,331.0,1.0,95
30.0,47.0,1.0,277.0,0.0,465
7.0,1.0,1.0,66.0,0.0,150
10.0,0.0,1.0,64.0,0.0,399
1.0,81.0,2.0,233.0,1.0,85
1.0,9.0,3.0,21.0,0.0,92
2.0,2.0,4.0,338.0,1.0,79
30.0,70.0,1.0,0.0,0.0,499
1.0,0.0,1.0,167.0,1.0,100
30.0,0.0,33.0,329.0,0.0,181
1.0,2.0,1.0,0.0,0.0,200
14.0,0.0,28.0,342.0,2.0,32
30.0,7.0,52.0,281.0,0.0,149
1.0,13.0,1.0,0.0,0.0,135
1.0,10.0,2.0,0.0,1.0,85
2.0,91.0,2.0,21.0,1.0,100
1.0,1.0,1.0,0.0,2.0,60
3.0,2.0,1.0,0.0,0.0,120
30.0,0.0,26.0,365.0,1.0,50
3.0,0.0,1.0,0.0,0.0,0
1.0,10.0,8.0,273.0,1.0,50
1.0,108.0,3.0,243.0,1.0,45
2.0,20.0,3.0,177.0,1.0,55
5.0,51.0,1.0,88.0,0.0,200
2.0,37.0,1.0,0.0,0.0,285
3.0,194.0,1.0,213.0,0.0,120
30.0,1.0,18.0,365.0,0.0,748
30.0,1.0,50.0,365.0,0.0,175
30.0,0.0,1.0,154.0,0.0,175
7.0,1.0,1.0,0.0,0.0,200
4.0,0.0,8.0,0.0,0.0,299
30.0,8.0,2.0,0.0,0.0,150
3.0,9.0,2.0,7.0,1.0,75
3.0,0.0,1.0,0.0,0.0,200
1.0,7.0,2.0,0.0,1.0,475
2.0,61.0,1.0,0.0,1.0,85
90.0,27.0,1.0,0.0,0.0,120
3.0,0.0,3.0,0.0,0.0,66
2.0,9.0,1.0,0.0,0.0,70
12.0,0.0,1.0,14.0,1.0,60
3.0,160.0,1.0,133.0,1.0,99
30.0,0.0,65.0,364.0,0.0,320
2.0,0.0,1.0,0.0,0.0,170
30.0,0.0,232.0,311.0,0.0,343
3.0,0.0,1.0,362.0,1.0,80
1.0,160.0,1.0,15.0,1.0,115
3.0,11.0,1.0,9.0,1.0,70
30.0,0.0,43.0,311.0,1.0,57
21.0,0.0,1.0,0.0,1.0,36
30.0,1.0,1.0,189.0,0.0,220
14.0,0.0,2.0,33.0,0.0,99
2.0,3.0,2.0,0.0,1.0,70
1.0,0.0,1.0,7.0,0.0,75
5.0,105.0,1.0,6.0,0.0,117
6.0,100.0,1.0,257.0,0.0,365
3.0,7.0,1.0,0.0,0.0,170
5.0,16.0,1.0,0.0,0.0,99
3.0,9.0,1.0,0.0,0.0,90
3.0,30.0,1.0,62.0,1.0,49
7.0,0.0,1.0,0.0,0.0,150
1.0,289.0,1.0,217.0,0.0,130
5.0,0.0,1.0,0.0,0.0,175
2.0,0.0,1.0,0.0,0.0,250
2.0,4.0,1.0,0.0,1.0,45
20.0,0.0,1.0,0.0,1.0,65
30.0,1.0,7.0,364.0,0.0,275
2.0,13.0,1.0,3.0,0.0,239
7.0,9.0,1.0,0.0,0.0,160
3.0,11.0,1.0,20.0,1.0,105
3.0,2.0,12.0,365.0,1.0,799
2.0,39.0,1.0,253.0,0.0,200
2.0,67.0,2.0,110.0,1.0,55
14.0,6.0,1.0,3.0,0.0,99
4.0,24.0,1.0,25.0,0.0,50
3.0,0.0,2.0,0.0,1.0,100
2.0,11.0,1.0,247.0,0.0,395
1.0,59.0,3.0,132.0,0.0,100
3.0,0.0,2.0,0.0,0.0,150
4.0,107.0,1.0,210.0,0.0,65
2.0,32.0,5.0,63.0,1.0,70
30.0,3.0,52.0,365.0,0.0,100
7.0,7.0,1.0,4.0,0.0,198
1.0,146.0,2.0,60.0,1.0,150
1.0,10.0,1.0,328.0,0.0,398
2.0,71.0,1.0,140.0,0.0,99
1.0,15.0,2.0,0.0,1.0,100
4.0,57.0,1.0,0.0,0.0,148
1.0,119.0,3.0,353.0,0.0,531
2.0,21.0,1.0,124.0,0.0,100
1.0,9.0,1.0,204.0,0.0,140
7.0,9.0,47.0,324.0,1.0,55
3.0,0.0,1.0,0.0,0.0,125
2.0,18.0,1.0,292.0,0.0,275
30.0,44.0,8.0,99.0,1.0,60
3.0,34.0,1.0,0.0,0.0,122
3.0,2.0,1.0,5.0,1.0,50
7.0,2.0,1.0,358.0,1.0,50
30.0,0.0,37.0,0.0,1.0,33
2.0,13.0,1.0,53.0,0.0,155
5.0,0.0,1.0,0.0,1.0,100
30.0,0.0,49.0,364.0,0.0,225
1.0,2.0,1.0,55.0,0.0,160
6.0,2.0,1.0,101.0,0.0,365
5.0,0.0,1.0,0.0,0.0,150
1.0,0.0,1.0,0.0,0.0,350
4.0,54.0,2.0,12.0,0.0,157
2.0,0.0,1.0,0.0,1.0,47
4.0,3.0,1.0,0.0,0.0,199
10.0,6.0,1.0,0.0,0.0,245
2.0,3.0,2.0,0.0,1.0,120
1.0,14.0,5.0,0.0,1.0,58
1.0,25.0,2.0,351.0,1.0,50
2.0,6.0,1.0,2.0,0.0,130
2.0,47.0,1.0,37.0,1.0,50
3.0,5.0,1.0,212.0,0.0,320
1.0,5.0,1.0,62.0,1.0,35
1.0,3.0,1.0,0.0,1.0,65
1.0,265.0,1.0,36.0,1.0,90
29.0,0.0,327.0,365.0,0.0,202
3.0,4.0,1.0,0.0,1.0,80
3.0,25.0,1.0,348.0,0.0,125
2.0,5.0,2.0,26.0,0.0,200
2.0,1.0,1.0,72.0,0.0,125
2.0,11.0,2.0,0.0,1.0,75
3.0,5.0,1.0,0.0,0.0,290
1.0,12.0,2.0,206.0,1.0,120
7.0,0.0,1.0,23.0,0.0,90
1.0,103.0,4.0,69.0,0.0,250
5.0,5.0,1.0,358.0,0.0,250
4.0,34.0,1.0,34.0,1.0,70
7.0,0.0,1.0,0.0,1.0,59
1.0,2.0,1.0,0.0,1.0,55
1.0,48.0,6.0,3.0,1.0,38
3.0,0.0,4.0,365.0,1.0,45
3.0,10.0,1.0,361.0,0.0,125
30.0,0.0,1.0,310.0,0.0,150
1.0,2.0,1.0,0.0,1.0,45
14.0,2.0,1.0,0.0,0.0,125
2.0,134.0,2.0,66.0,2.0,35
1.0,5.0,1.0,62.0,0.0,500
1.0,35.0,2.0,130.0,1.0,65
2.0,37.0,1.0,170.0,0.0,101
10.0,11.0,1.0,365.0,0.0,200
1.0,32.0,1.0,276.0,0.0,119
4.0,82.0,1.0,273.0,0.0,135
30.0,4.0,52.0,325.0,0.0,87
40.0,28.0,2.0,0.0,1.0,2000
1.0,270.0,1.0,194.0,0.0,89
1.0,11.0,1.0,341.0,1.0,125
14.0,10.0,1.0,341.0,1.0,75
4.0,137.0,2.0,279.0,0.0,49
2.0,24.0,3.0,204.0,1.0,34
3.0,6.0,1.0,0.0,0.0,140
2.0,1.0,1.0,56.0,1.0,55
1.0,3.0,17.0,200.0,0.0,120
30.0,0.0,121.0,352.0,0.0,239
30.0,0.0,103.0,219.0,1.0,42
2.0,5.0,327.0,311.0,0.0,425
1.0,97.0,1.0,354.0,1.0,55
1.0,3.0,1.0,0.0,1.0,125
4.0,72.0,1.0,11.0,0.0,95
30.0,21.0,1.0,252.0,0.0,140
2.0,1.0,1.0,0.0,1.0,70
2.0,54.0,1.0,221.0,1.0,140
30.0,1.0,1.0,95.0,0.0,160
1.0,57.0,3.0,39.0,1.0,39
3.0,10.0,4.0,236.0,1.0,160
3.0,13.0,5.0,329.0,1.0,36
7.0,12.0,47.0,354.0,1.0,55
1.0,0.0,1.0,0.0,1.0,30
30.0,0.0,121.0,165.0,0.0,239
3.0,2.0,1.0,0.0,0.0,80
29.0,1.0,31.0,139.0,0.0,185
3.0,0.0,1.0,5.0,0.0,198
1.0,9.0,1.0,0.0,0.0,200
1.0,0.0,1.0,0.0,1.0,95
3.0,8.0,1.0,283.0,0.0,350
1.0,1.0,1.0,0.0,0.0,139
1.0,25.0,3.0,55.0,2.0,35
1.0,2.0,47.0,361.0,1.0,65
3.0,1.0,1.0,0.0,0.0,149
2.0,99.0,2.0,334.0,1.0,65
1.0,11.0,1.0,0.0,1.0,65
15.0,9.0,1.0,190.0,0.0,250
1.0,1.0,1.0,0.0,1.0,100
30.0,0.0,1.0,89.0,0.0,174
1.0,3.0,1.0,0.0,0.0,65
20.0,7.0,4.0,34.0,1.0,40
2.0,3.0,1.0,0.0,0.0,200
3.0,40.0,1.0,95.0,0.0,320
5.0,0.0,1.0,0.0,1.0,199
6.0,4.0,1.0,5.0,0.0,200
1.0,8.0,17.0,225.0,0.0,163
2.0,0.0,1.0,0.0,0.0,135
3.0,0.0,3.0,153.0,0.0,110
2.0,0.0,2.0,10.0,0.0,180
1.0,0.0,1.0,131.0,1.0,46
1.0,3.0,1.0,0.0,0.0,225
2.0,21.0,1.0,0.0,0.0,74
2.0,11.0,1.0,0.0,0.0,150
5.0,0.0,1.0,0.0,0.0,106
1.0,1.0,12.0,158.0,0.0,3613
7.0,2.0,1.0,178.0,0.0,300
30.0,15.0,4.0,0.0,1.0,36
3.0,2.0,1.0,0.0,0.0,148
4.0,19.0,2.0,94.0,0.0,81
1.0,0.0,1.0,0.0,0.0,150
2.0,2.0,1.0,0.0,0.0,120
1.0,103.0,1.0,7.0,0.0,150
3.0,4.0,1.0,0.0,0.0,350
2.0,66.0,1.0,158.0,0.0,145
2.0,82.0,1.0,30.0,1.0,50
30.0,1.0,3.0,38.0,1.0,39
2.0,180.0,1.0,253.0,0.0,289
2.0,13.0,1.0,264.0,1.0,70
3.0,1.0,2.0,0.0,0.0,118
11.0,0.0,1.0,0.0,1.0,100
31.0,11.0,2.0,190.0,0.0,125
4.0,75.0,1.0,166.0,0.0,75
5.0,13.0,1.0,8.0,0.0,81
3.0,3.0,1.0,0.0,1.0,65
2.0,2.0,1.0,0.0,1.0,25
2.0,92.0,2.0,60.0,1.0,138
3.0,4.0,1.0,0.0,0.0,110
12.0,8.0,2.0,7.0,0.0,121
4.0,0.0,1.0,69.0,1.0,55
2.0,7.0,1.0,0.0,1.0,98
4.0,0.0,1.0,12.0,2.0,165
2.0,30.0,1.0,0.0,1.0,80
3.0,2.0,1.0,113.0,0.0,120
6.0,10.0,1.0,0.0,0.0,100
2.0,21.0,7.0,362.0,1.0,65
3.0,0.0,2.0,65.0,1.0,69
3.0,16.0,1.0,139.0,1.0,68
1.0,6.0,2.0,213.0,0.0,275
5.0,0.0,1.0,0.0,1.0,80
30.0,5.0,1.0,320.0,0.0,99
30.0,66.0,6.0,0.0,0.0,99
2.0,32.0,1.0,47.0,0.0,185
1.0,70.0,1.0,67.0,0.0,156
1.0,1.0,1.0,0.0,1.0,30
10.0,40.0,1.0,324.0,0.0,85
2.0,30.0,1.0,278.0,0.0,145
3.0,33.0,3.0,320.0,1.0,45
1.0,0.0,4.0,360.0,1.0,58
1.0,122.0,4.0,5.0,1.0,34
1.0,31.0,5.0,321.0,1.0,120
1.0,4.0,1.0,0.0,1.0,90
1.0,49.0,1.0,353.0,2.0,65
2.0,3.0,1.0,16.0,0.0,80
6.0,1.0,3.0,7.0,0.0,375
31.0,2.0,11.0,310.0,0.0,200
2.0,0.0,1.0,0.0,1.0,50
3.0,33.0,1.0,15.0,0.0,110
3.0,82.0,1.0,12.0,0.0,260
21.0,14.0,2.0,48.0,1.0,45
180.0,4.0,19.0,331.0,0.0,67
6.0,11.0,2.0,67.0,1.0,115
2.0,70.0,1.0,120.0,0.0,115
2.0,3.0,1.0,16.0,0.0,200
15.0,0.0,1.0,0.0,1.0,30
3.0,2.0,1.0,0.0,1.0,59
5.0,0.0,2.0,0.0,1.0,70
1.0,3.0,1.0,0.0,0.0,105
2.0,93.0,2.0,323.0,1.0,82
1.0,47.0,1.0,249.0,1.0,55
2.0,0.0,1.0,0.0,1.0,43
3.0,45.0,1.0,0.0,0.0,199
2.0,5.0,1.0,337.0,0.0,225
1.0,22.0,1.0,39.0,0.0,169
2.0,3.0,1.0,0.0,1.0,70
2.0,46.0,5.0,70.0,0.0,50
2.0,0.0,1.0,0.0,0.0,225
1.0,2.0,1.0,0.0,1.0,60
30.0,0.0,33.0,365.0,0.0,220
7.0,0.0,1.0,0.0,1.0,25
3.0,0.0,1.0,114.0,1.0,200
1.0,2.0,1.0,304.0,0.0,350
1.0,1.0,1.0,0.0,0.0,153
2.0,81.0,1.0,213.0,0.0,250
3.0,4.0,1.0,250.0,0.0,200
1.0,0.0,1.0,0.0,0.0,1500
1.0,3.0,2.0,269.0,1.0,89
4.0,50.0,1.0,331.0,0.0,190
7.0,0.0,1.0,0.0,0.0,75
4.0,0.0,49.0,124.0,0.0,956
5.0,21.0,1.0,56.0,1.0,47
3.0,5.0,1.0,50.0,0.0,90
2.0,0.0,1.0,0.0,0.0,135
5.0,2.0,1.0,0.0,0.0,140
1.0,14.0,2.0,249.0,1.0,48
3.0,6.0,1.0,0.0,0.0,200
30.0,2.0,1.0,248.0,0.0,299
2.0,9.0,1.0,41.0,0.0,290
5.0,0.0,3.0,0.0,2.0,100
30.0,24.0,8.0,57.0,0.0,104
29.0,0.0,327.0,337.0,0.0,699
4.0,0.0,1.0,0.0,1.0,59
3.0,7.0,1.0,0.0,0.0,180
30.0,0.0,232.0,16.0,0.0,251
29.0,71.0,1.0,95.0,0.0,88
4.0,20.0,1.0,0.0,1.0,65
5.0,7.0,1.0,118.0,0.0,325
30.0,0.0,232.0,219.0,0.0,312
2.0,0.0,1.0,0.0,1.0,88
1.0,0.0,5.0,19.0,1.0,80
1.0,44.0,4.0,59.0,1.0,70
1.0,78.0,9.0,311.0,1.0,55
3.0,21.0,5.0,308.0,0.0,300
6.0,6.0,2.0,14.0,0.0,195
1.0,1.0,2.0,0.0,1.0,80
2.0,8.0,2.0,363.0,1.0,90
2.0,70.0,1.0,1.0,1.0,75
2.0,14.0,1.0,0.0,1.0,100
6.0,48.0,1.0,0.0,1.0,68
1.0,59.0,3.0,362.0,1.0,70
2.0,2.0,1.0,16.0,0.0,224
2.0,138.0,1.0,232.0,0.0,155
2.0,102.0,1.0,284.0,0.0,175
1.0,16.0,1.0,85.0,1.0,120
3.0,5.0,1.0,0.0,0.0,165
3.0,4.0,1.0,157.0,0.0,120
1.0,0.0,1.0,188.0,1.0,50
3.0,0.0,2.0,179.0,0.0,249
4.0,2.0,1.0,0.0,0.0,100
14.0,1.0,1.0,18.0,0.0,110
1.0,20.0,4.0,192.0,1.0,75
1.0,20.0,1.0,7.0,1.0,100
1.0,4.0,1.0,0.0,0.0,400
2.0,1.0,3.0,338.0,0.0,650
5.0,10.0,1.0,29.0,0.0,99
1.0,23.0,2.0,334.0,1.0,65
30.0,34.0,5.0,90.0,1.0,45
31.0,9.0,1.0,157.0,0.0,159
2.0,15.0,1.0,0.0,0.0,125
3.0,1.0,2.0,360.0,1.0,95
30.0,0.0,23.0,358.0,0.0,300
30.0,9.0,4.0,326.0,0.0,225
14.0,1.0,1.0,0.0,1.0,45
2.0,57.0,1.0,335.0,1.0,75
1.0,2.0,2.0,159.0,0.0,160
13.0,6.0,1.0,0.0,0.0,100
2.0,49.0,2.0,324.0,1.0,45
31.0,9.0,1.0,137.0,0.0,249
5.0,4.0,1.0,0.0,1.0,60
2.0,540.0,1.0,179.0,1.0,99
10.0,6.0,1.0,13.0,0.0,110
6.0,1.0,1.0,26.0,0.0,200
5.0,59.0,4.0,250.0,1.0,35
1.0,14.0,1.0,310.0,1.0,60
1.0,0.0,1.0,163.0,1.0,41
3.0,185.0,1.0,6.0,0.0,97
2.0,172.0,5.0,136.0,0.0,85
2.0,36.0,1.0,7.0,1.0,125
1.0,18.0,1.0,302.0,0.0,119
1.0,22.0,1.0,70.0,1.0,75
7.0,0.0,1.0,188.0,0.0,275
3.0,2.0,1.0,0.0,0.0,159
3.0,105.0,1.0,94.0,0.0,225
30.0,0.0,232.0,219.0,0.0,294
2.0,15.0,2.0,365.0,0.0,375
1.0,9.0,1.0,0.0,1.0,50
2.0,3.0,2.0,0.0,1.0,44
1.0,0.0,10.0,363.0,1.0,350
3.0,1.0,1.0,257.0,0.0,500
1.0,9.0,1.0,0.0,1.0,90
3.0,26.0,1.0,0.0,0.0,150
5.0,44.0,1.0,41.0,1.0,100
3.0,3.0,1.0,144.0,0.0,335
30.0,0.0,96.0,312.0,0.0,175
1.0,86.0,2.0,337.0,1.0,75
1.0,31.0,2.0,189.0,1.0,110
9.0,5.0,1.0,59.0,0.0,125
1.0,1.0,1.0,0.0,1.0,105
1.0,0.0,33.0,179.0,1.0,119
2.0,51.0,1.0,9.0,1.0,78
3.0,4.0,1.0,0.0,0.0,75
1.0,0.0,1.0,0.0,1.0,125
29.0,0.0,1.0,0.0,0.0,160
1.0,27.0,1.0,33.0,2.0,35
30.0,0.0,3.0,225.0,1.0,70
1.0,9.0,1.0,179.0,1.0,120
